name,sub_name,score,price,labels,introduction,address
釗記冰室,Chiu Kee,,$50以下,港式/西式/茶餐廳/冰室,,長洲大新海傍路113號地下
Moccato,,3.5,$101-200,西式/麵包店/甜品/糖水/酒店餐廳,Moccato的咖啡由瑞士烘培及進口的Arabica咖啡豆沖調而成，每天更供應新鮮烘製的飽點。招牌飲品包括與餐廳同名的Moccato、Caramel Orange Latte及Black and White Mocha。為滿足一眾喜愛朱古力的人仕，Moccato以頂級可可豆，炮製一系列的朱古力特飲及甜品作主打。,東涌文東路51號諾富特東薈城酒店2樓225號舖
肯德基家鄉雞 (KFC),Kentucky Fried Chicken,2.5,$50以下,美國菜/快餐店,,東涌逸東街8號逸東商場一期地下17號舖
Banyan Bay Cafe,,3.5,$51-100,西式,,南丫島榕樹灣大街67A號地下
好萊塢快餐店,Hollywood & Dine,3.5,$51-100,美國菜/快餐店,,大嶼山香港迪士尼樂園迪士尼好萊塢酒店
大澳榕樹頭,Tai O Banyan Tree,4.5,$51-100,西式/麵包店/甜品/糖水/茶館,,大澳吉慶街 68 號地下
The Bounty Entertainment & Sports Bar,,,$101-200,西式/酒/酒吧/酒店餐廳,,愉景灣愉景灣海澄湖畔路88號香港愉景灣酒店地下
Panopolis,,3,$50以下,西式/麵包店/無肉餐單,,赤鱲角香港國際機場一號客運大樓第7層離港層東大堂 (禁區)
海岸餐廳,Island Cafe,3,$50以下,港式/西式/燒臘/快餐店,,愉景灣D'Deck1樓104A號舖
創意美食美食車,Creative Yummy Food Truck,,$51-100,美國菜/三文治/美食車,,大嶼山香港迪士尼樂園、梳士巴利花園（各區流動）
Andante,,3,$101-200,西式/薄餅/自助餐/酒吧/酒店餐廳,Andante於節奏中是行板(walking pace)的意思，如散步般悠然自在。Andante是世界有名的室內設計師Yasumichi Morita的作品，由小木珠組成的三層吊飾，設計獨特，輕易成為全場焦點，同時營造出輕鬆柔和的氣氛。酒吧的高度比一般的矮，讓客人坐下時與酒吧內站立的服務員處於同一高度，方便交談。小型鋼琴設於高台之上，無論坐在那一個角落，均能欣賞到鋼琴手的精彩爵士樂表演。,東涌文東路51號諾富特東薈城酒店大堂
星巴克咖啡,Starbucks Coffee,3.5,$50以下,美國菜/沙律/西式糕點 /咖啡店,,赤鱲角香港國際機場二號客運大樓翔天廊5樓5P009號舖(非禁區)
Pak Shing Kitchen,,,$50以下,泰國菜,,東涌達東路20號東薈城B1樓01號舖TASTE超市
Soi 1 泰集,,,$50以下,泰國菜/甜品/糖水/小食店,,東涌富東街6號富東廣場地下富東街市M01號舖
華御結,Hana-Musubi,,$50以下,日本菜/壽司/刺身,,赤鱲角順暉路33號港珠澳大橋香港口岸旅檢大樓地下307號舖
Hungry Korean,,,$51-100,韓國菜/快餐店,,赤鱲角暢達路1號香港國際機場機場客運大樓 (禁區)6樓離港層西大堂食東西
匠工房秀吉,Hideyoshi,,$50以下,日本菜/薄餅/鐵板燒,,東涌達東路20號東薈城名店倉地庫Taste超級市場
中與志,,,$51-100,日本菜/壽司/刺身,,愉景灣海湖畔路92號愉景北商場地下G11號舖惠康超級市場內
南昌美食,Chok Dee Thai Food,,$101-200,泰國菜/烤肉/咖喱/串燒,,坪洲永安街40號地舖
Spicy Island Restaurant & Bar,,,$51-100,印度菜,,南丫島榕樹灣大街7A-B號舖
MUJI to GO,,,$50以下,日本菜,,赤鱲角暢達路1號香港國際機場機場客運大樓 (禁區)7樓7T086號舖
Bombay bar,,,$51-100,印度菜/咖喱,,南丫島榕樹灣後街地下6號舖
小弟,MiniBros,,$50以下,日本菜/小食店,,長洲新興海旁街17號地下
海之日日本料理,Hoi Chi Yat Japanese Restaurant,3.5,$51-100,日本菜/壽司/刺身,,長洲建新里13號地下
長沙小廚,High Tide,4,$51-100,泰國菜/咖喱/露天茶座,"提供各式各樣大小宴會,婚宴,燒烤派對,自助餐等",大嶼山長沙下村35號地下
味千拉麵,Ajisen Ramen,3,$51-100,日本菜/拉麵,味千拉麵店始創於1968年，發源地日本九州的熊本。,赤鱲角香港國際機場一號客運大樓7樓離港層東大堂 (禁區)
Chateraise,,,$50以下,日本菜/西式糕點 /咖啡店,,東涌達東路20號東薈城名店倉B1樓B12號舖
Porterhouse,,4,$201-400,西式/扒房,Porterhouse揭開了色、香、味的新角度，將煥然一新的活力注入了富有格調的空間和季節性的菜單中。由行政總廚Angelo Vecchio主理，Porterhouse並不僅僅用招牌燒烤肉扒取悅大眾，他們還提供品種繁多的海鮮，生吃或煎烤隨意選擇,中環蘭桂坊德己立街30-32號加州大廈7樓
白鬍子炸魚薯條,White Beard Fish n Chips,4,$51-100,英國菜/西式/漢堡包/快餐店,,中環蘇豪卑利街55號地下A號舖
Elephant Grounds,,3.5,$50以下,西式/甜品/糖水/咖啡店,,銅鑼灣Fashion Walk百德新街42-48號地下C舖
快船廊,Clipper Lounge,4,$401-800,西式/自助餐/酒店餐廳,歷史悠久的快船廊更是香港本地人與酒店客人最喜愛，早餐及晚餐自助餐大受歡迎，星期日的香檳早午餐也深受香港人喜愛，而快船廊最有名的就是下午茶。,中環干諾道中5號香港文華東方酒店閣樓
Springfields,,4,$51-100,法國菜/西式/甜品/糖水/西式糕點 /咖啡店,,中環擺花街11號地鋪
La Famille,,4.5,$50以下,法國菜/甜品/糖水/西式糕點,,銅鑼灣耀華街25號丹納中心地下2號舖
"The Italian Club - Wine Bar, Steak House & Pizza Gourmet",,4,$201-400,意大利菜/酒/薄餅/扒房/酒吧,,中環蘇豪伊利近街1-5號地舖
BAKE Cheese Tart,,3.5,$50以下,日本菜/西式/麵包店/甜品/糖水/小食店,BAKE起源於北海道洋菓子老店KINOTOYA，招牌起司塔的軟心起司餡料由北海道函館生產的輕味起司、來自別海的濃味起司，以及法國鹽味奶油起司搭配而成。牛油曲奇餅塔皮用上「二重燒製法」，口感更鬆脆。,銅鑼灣軒尼詩道555號崇光百貨B2樓10號舖
J.Co Donuts & Coffee,,4,$51-100,西式/雪糕/乳酪/三文治/西式糕點 /咖啡店,來自印尼的冬甩專門店，較受歡迎的口味有比利時白朱古力和杏仁片、牛油果及抹茶味等。,灣仔軒尼詩道55號地下1及2號舖
CAFÉ LANDMARK,,4,$401-800,西式,2001年7月31日首次開業，08年4月關閉重修後，於7月重新開業，主打多元化、簡單及賣相精緻的歐陸菜，新增簡約酒吧區及Gourmet Cake Shop。,中環皇后大道中15號置地廣場中庭1樓107-108號舖
Kampoeng,,4,$51-100,印尼菜/西式/湯品/薄餅/咖喱/沙律/茶餐廳/冰室,,銅鑼灣糖街1-5號銅鑼灣商業大廈地庫
茶園,Tiffin,4,$401-800,西式/自助餐/酒店餐廳/咪嘥嘢食店,欣賞現場爵士樂四重奏和鋼琴表演,灣仔港灣道1號君悅酒店閣樓
Le Rêve,,4,$401-800,日本菜/法國菜/Fine Dining,,銅鑼灣耀華街38號Zing! 10樓
Beef & Liberty,,4,$101-200,英國菜/西式/漢堡包,,中環蘭桂坊德己立街32號加州大廈3樓
No Milkshake No Life,,4,$51-100,西式/三文治/快餐店/小食店,主打奶昔及各式三文治的小店，餐廳裝飾懷舊。,西環石塘咀山道31-37號地下A舖
點·子·巷,Bistro Lane,4,$51-100,台灣菜/京川滬/台式飲品,隱身在小巷當中的台灣料理小店，主打一系列台式麵飯及小食，例如相當受歡迎的呀婆蔥油雞絲撈蕎麥麵，和蝦醬腩肉虎夾包。,鰂魚涌海堤街6-16號龍景大廈地下8號舖
麵館皇,Noodleholic,3.5,$51-100,滬菜 (上海)/粉麵/米線,,銅鑼灣登龍街32號地下
RBTea,,3.5,$51-100,台灣菜/西式/甜品/糖水/三文治/咖啡店/日式西餐,,銅鑼灣記利佐治街1號金百利廣場3樓323-327號舖
青藏牛肉麵,Beef Noodles,3.5,$51-100,新疆菜/陝菜 (陝西)/粉麵/米線/串燒/串燒店,,北角錦屏街41A號地舖
上海弄堂菜肉餛飩,Shanghai Lane,4,$51-100,滬菜 (上海)/無肉餐單/中菜館/咪嘥嘢食店,上海弄堂菜肉餛飩所供應的菜肉餛飩、烤麩、古法紅燒肉及燻魚都是傳統上海風味。,跑馬地綿發街10號地舖
巴依餐廳,Ba Yi Restaurant,3.5,$101-200,新疆菜/雲吞/餃子/中菜館,香港少有的正宗新疆菜，老闆為新疆人，所用的香料也來自新疆，主打北方主食羊肉及麵食。,西環水街43號地下
醋娘子,Mrs. Vinegar,3.5,$51-100,滬菜 (上海)/粉麵/米線/雲吞/餃子/中菜館,,上環永樂街139號地下B舖
陳勤記鹵鵝飯店,Chan Kan Kee Chiu Chow Restaurant,3.5,$101-200,潮州菜/中菜館,除了招牌滷水鵝外，也提供其他潮州食品，包括蠔餅、蠔仔肉碎粥等。,上環皇后大道西11號地舖
皇苑,Royal Garden,4,$101-200,粵菜 (廣東)/點心/中菜館/海鮮酒家,,筲箕灣筲箕灣東大街109-113號1樓及113號地舖
望月軒,Moon Palace,4,$101-200,粵菜 (廣東)/川菜 (四川)/火鍋/海鮮/山珍海味/點心/中菜館,,上環干諾道中168-200號信德中心西座3樓澳門廣場3017號舖
西塘花記,,4,$51-100,粵菜 (廣東)/雲吞/餃子,,灣仔天樂里3-5A號僑康大廈地下C號舖
鈺膳潮州私房菜,Yuk Cuisine,4.5,$101-200,潮州菜/中菜館/私房菜,,灣仔駱克道117號地下4號舖
國金軒,Cuisine Cuisine,3.5,$201-400,粵菜 (廣東)/山珍海味/點心/中菜館/少鹽少糖食店,國金軒代表著本地餐飲業的新面貌：獨特的室內設計、全海景緻，塑造出優雅的氣氛，讓賓客在充滿時代感的環境中享受精緻而健康的中菜。這裡擁有城中數一數二的美酒佳釀。國金軒供應的高質粵菜，憑其精緻、新鮮和以獨門醬汁做出的風味小菜，水準極高。國金軒榮獲「香港企業領袖品牌2011」的「卓越商務宴會品牌」大獎，並將於2011年以「國錦軒」品牌在北京及武漢開設分店。,中環港景街1號國際金融中心3樓3101-3107號舖
美味廚,Megan's Kitchen,4,$201-400,粵菜 (廣東)/港式/火鍋/海鮮/中菜館,火鍋湯底及配料有驚喜，推薦冬陰功泡沫咖啡湯頭、梳乎厘蟹王蕃茄湯底、彩虹七色墨魚丸等。,灣仔灣仔道165至171號樂基中心5樓
港灣壹號,One Harbour Road,4,$401-800,粵菜 (廣東)/大閘蟹/點心/中菜館/酒店餐廳/咪嘥嘢食店,港灣壹號的設計蘊藉30年代上海大班的居亭，落地大窗飽覽維港景色，餐廳內設有水池，以愜意家居為設計概念，設有獨立電梯可從酒店大堂直接抵達。,灣仔港灣道1號君悅酒店7-8樓
星記海鮮飯店,Sing Kee Seafood Restaurant,4,$101-200,粵菜 (廣東)/海鮮/中式包點/中菜館,,灣仔盧押道21-25號The Phoenix 3樓
金兜記海鮮菜館,Kam Dau Kee Seafood Restaurant,4,$101-200,粵菜 (廣東)/中菜館,,灣仔灣仔道3號尚翹峰第二&三座A2舖及1樓
大發茶餐廳,Dat Fat Restaurant,3.5,$50以下,粵菜 (廣東)/粉麵/米線/粥品/茶餐廳/冰室/咪嘥嘢食店,"大發茶餐廳除了有一般粉麵餐外, 還有碟頭飯﹑燒味以及海鮮小菜。",灣仔大王東街6號地下
王林記潮州魚蛋粉麵,Wong Lam Kee Chiu Chow Fish Ball Noodles,3.5,$50以下,潮州菜/港式/粉麵/米線,,筲箕灣筲箕灣東大街10號東寶大廈地下A號舖
益新美食館,Yixin Restaurant,3.5,$201-400,粵菜 (廣東)/燒臘/點心/中菜館,,灣仔軒尼斯道48-62號上海實業大廈地下及地庫
正斗粥麵專家,Tasty Congee & Noodle Wantun Shop,3.5,$51-100,粵菜 (廣東)/粉麵/米線/粥品/中菜館,主打雲吞麵、粥、乾炒牛河等，吸引不少遊客慕名而來。,中環港景街1號國際金融中心3樓3016-3018號舖
金紫荊粵菜廳,Golden Bauhinia Cantonese Restaurant,4,$201-400,粵菜 (廣東)/中菜館/咪嘥嘢食店,位於香港會議展覽中心博覽商場，毗鄰著名金紫荊廣場，紫荊粵菜 廳提供多款巧手小菜及精選點心。,灣仔博覽道1號香港會議展覽中心博覽商場
5019 Premium Factory,,4,$51-100,日本菜/漢堡包/日式西餐,來自日本高知縣的漢堡包專門店，最出名的龍馬漢堡內含有大量蔬菜、呑拿魚、炒蛋、和牛漢堡扒，份量頗多。,中環蘇豪嘉咸街46號地下
千里屋食堂,Senriya Shokudo,4,$101-200,日本菜,來自大阪的日式餐廳，此店為集團首間海外分店。食物以和牛及牛丼為主，選用鹿兒島和牛，脂肪比例均勻，肉味香濃。,銅鑼灣駱克道447-449號中威商業大廈地下2號舖
水木日本料理,Mizuki Japanese Restaurant,4,$201-400,日本菜/壽司/刺身/串燒,,灣仔譚臣道13-15號萬利中心2樓
第一郡,Q1,4,$50以下,越南菜/粉麵/米線/漢堡包/小食店,,天后威菲路道6號地下B舖
吱吱朕,Chi Chi Cham,3.5,$101-200,日本菜/酒吧,,中環蘇豪卑利街53號地舖
喜來稀肉,Seorae,4,$101-200,韓國菜/烤肉/韓燒,,銅鑼灣登龍街41-51號金龍大廈地下3號舖及1樓
羅勒印度餐廳,Tulsi Indian Restaurant,3.5,$101-200,印度菜/咖喱,於香港有四間分店的連鎖印度餐廳，曾獲米芝蓮推介，由印度大廚炮製，主打印度北部地方菜。菜式做得精緻，經典菜式如咖喱角、牛油雞、串燒及印度薄餅等香料味濃，風味地道。,北角七姊妹道7號昌輝閣地舖
鮨月,Sushi Moon,4.5,$401-800,日本菜/爐端燒/壽司/刺身/廚師發辦,,灣仔月街2-12號地下D-F號舖
i CREMERiA,,3.5,$51-100,日本菜/甜品/糖水/雪糕/乳酪,來自日本的I Cremeria，其抹茶雪糕和鎮店「日本直送Deluxe蜜瓜芭菲」成功吸引到一班甜魔。,銅鑼灣Fashion Walk記利佐治街11-19號1樓F-9號舖
奧壽司,Oh Sushi and Tappas,4,$101-200,日本菜/壽司/刺身,數碼港奧壽司店以優閒及和風設計為主調，日本製雲石食桌，半露天小茶座，地方開揚，舒適寬敞。食物方面款色較灣仔店多，以手握壽司及和食為主，更秘製咖喱美食，食客可自選辣度，體貼窩心，口味多元化。,薄扶林數碼港100號數碼港商場307號舖
蝦麵店,Prawn Noodle Shop,3.5,$51-100,馬來西亞菜/粉麵/米線,蝦麵店提供弘款不同類型的粉麪給食客選擇，有屬於星馬的喇沙湯底及咖哩湯或等等。,灣仔蘭杜街2號麗都大廈4號地舖
座銀,Zagin Soba,4,$101-200,日本菜/拉麵,,中環歌賦街7號地舖
八沢,Hachi Sawa,4,$51-100,日本菜/拉麵/烏冬/串燒,,上環皇后大道中181號新紀元廣場1樓101A號舖
坂奈,Sakana Gozen,4,$101-200,日本菜/海鮮/壽司/刺身,日式燒魚專門店，店舖座位少，有日式食堂的感覺。燒魚來自日本，每天約有十款魚可供選擇，全部都是原條即叫即燒的。,銅鑼灣謝斐道468號百達中心地下E號舖
峰景餐廳,Cafe Deco,3.5,$201-400,西式/無肉餐單/扒房/蠔吧,,尖沙咀彌敦道100號The ONE 20樓
百味閣餐廳,Lion Rock Bistro,4,$101-200,西式/咖啡店,,九龍塘聯合道320號建新中心地下2-4號舖
Uptop Bistro and Bar,,4,$201-400,西式/沙律/西式糕點 /酒店餐廳,,尖沙咀漆咸道南117號珀薈酒店19樓
Simplylife Bakery Cafe,,3.5,$101-200,西式/All Day Breakfast,餐廳充滿歐陸時尚格調，氣氛休閒，提供自家製的麵包及義大利麵。,九龍塘達之路80號又一城L2層30號舖
La Vache!,,4,$201-400,法國菜/西式/扒房,室內設計貫徹了餐廳的主題，無論牆身及餐桌佈置都將巴黎充滿玩味的一面呈現。酒吧區設有12個座位，客人可選擇在此享用主餐牛扒配薯條，或先享用餐前酒再等候到共有70座位的主用餐區。,尖沙咀赫德道12號地下
The Food Gallery,,3.5,$401-800,西式/自助餐/酒店餐廳,The Food Gallery 開放式廚房設計，創新互動的手法，為您帶來味覺及視覺享受。,尖沙咀北京道8號香港朗廷酒店大堂
Top Blade Steak Lab,,4,$101-200,西式/酒/扒房/咖啡店,餐廳會介紹各扒類不同部位、煮法、等級會有什麼口感，讓客人更加了解。而且有即炸任食薯條，少見的豬鞍架和每日限量供應的Prime級平鐵牛扒。,何文田梭椏道4A號榮英大厦地舖
AVA Restaurant Slash Bar,,3.5,$201-400,西式/無肉餐單/酒吧,這得獎酒吧餐廳居高麗景酒店 38 樓，坐擁 270 度維港美景，以新鮮時令食材炮製現代環球佳餚，亦供應一系列葡萄酒、香檳及雞尾酒，適合任何時段來享受美景及美食。,尖沙咀赫德道8A號麗景酒店38樓
一心素食,O&S,4,$51-100,西式/素食,新式素食餐廳，每兩週換一次餐單，但9元抵食下午茶乃長期不變之選。所有菜式不加蒜及洋蔥等五辛。,觀塘鴻圖道30號鴻圖樓3樓
Bigger Burger Cafe,,3.5,$51-100,西式/美國菜/漢堡包/All Day Breakfast/扒房/酒吧,,佐敦白加士街42-50號金寶樓地下6號舖
Paper Moon,,4,$401-800,意大利菜/薄餅,來自米蘭的人氣意菜店，特別從米蘭購入價值6位數字的焗爐烤製pizza。餐廳擁維港景色，更設戶外坐位。,尖沙咀廣東道3-27號海港城海運大廈3樓OTE301號舖
Outback Steakhouse,,4,$201-400,澳洲菜/扒房,,旺角太子道西193號MOKO新世紀廣場6樓605號舖
葡匯咪走雞葡國餐廳,Mike's Chicken Comida de Portugal Restaurant,4,$201-400,葡國菜/海鮮,由葡萄牙籍老闆兼大廚Michael Franco主理，用家傳食譜、各地食材及秘方調味炮製正宗葡國家常料理。必吃菜式包括霹靂非洲燒春雞、白酒煮紐西蘭鮮活刀貝蜆、炸馬介休球等及以水果特調Sangria。,尖沙咀彌敦道118-130號美麗華廣場二期1樓167號舖
Lab 10,,4,$101-200,韓國菜/西式/韓燒,韓式燒肉餐廳，以「無煙韓燒」吸引一眾燒肉迷。牛魔王必選牛肉拼盤，7款牛部位包括牛舌、牛板腱、西冷、牛肩肉等，依次放在拼盤上。,旺角亞皆老街8號朗豪坊10樓26號舖
浦東晉家門,Pudong Pub & Cafe,4,$101-200,西式/多國菜/薄餅/漢堡包/All Day Breakfast/西餐廳/酒吧,,太子砵蘭街420號地下
大澳花膠專門店,Tai O Fish Maw Shop,,$101-200,農家菜/湯品/藥膳/露天茶座/私房菜,,大澳永安街32號地舖
九份手信,Chiufen Souvenir,,$50以下,台灣菜/外賣店,,赤鱲角香港國際機場二號客運大樓翔天廊5樓 (非禁區)
君鴻上海小館,,3.5,$101-200,滬菜 (上海)/中菜館,,大澳永安街58號
逢甲工房,Feng Chia Market,2.5,$50以下,台灣菜/台式飲品/粉麵/米線/點心/中式包點,,東涌昂坪市集11號舖
貢茶,Gong Cha,2.5,$50以下,台灣菜/台式飲品,,東涌港鐵東涌站地下13號舖
正 麻辣·茶·雲吞,,4.5,$50以下,川菜 (四川)/雲吞/餃子,,長沙灣昌華街38號麗寶花園地下5號舖
老川皇,,4,$51-100,川菜 (四川)/中菜館,,佐敦吳松街45號地下
龍鳳祥餃子館,Dumpling Pro,4,$50以下,川菜 (四川)/東北菜/雲吞/餃子,,深水埗欽州街37號西九龍中心3樓319號鋪
鼎泰豐,Din Tai Fung,3.5,$101-200,台灣菜/滬菜 (上海)/點心/中式包點/中菜館,把上海小籠包帶到台灣，再發揚光大至世界各地的著名餐廳。此店是其在香港之直營店。,尖沙咀廣東道30號新港中心3樓306舖
八月花,Jasmine,3.5,$201-400,粵菜 (廣東)/中菜館,轉一個方式品嚐中菜原味，八月花創造出非一般的中菜飲食體驗包括款式多及份量適中的風味小菜，健康的蔬菜及豆腐選擇，亦提供不同種類的茶款，還有精緻點心。,九龍塘達之路80號又一城G層25號舖
海鍋手工涮涮鍋,Ocean Hot-Pot,4,$201-400,粵菜 (廣東)/港式/火鍋/中菜館,,尖沙咀加拿芬道16號金輝大廈2樓
東海薈 · 拉斐特,East Ocean‧Lafayette,4,$201-400,粵菜 (廣東)/海鮮/大閘蟹/點心/中菜館/酒樓,,尖沙咀彌敦道100號The ONE 12樓
一點心,One Dim Sum,3.5,$51-100,粵菜 (廣東)/點心,,太子通菜街209A-209B號地舖
方榮記沙嗲牛肉專家,Fong Wing Kee Hot Pot Restaurant,3,$201-400,粵菜 (廣東)/火鍋/中菜館,沙嗲牛肉可能是很多人的心頭好，所以這間方榮記特別以此作為招牌，為各位食家提供他們的專業手勢。,九龍城侯王道85-87號地下
canton pot,,4,$201-400,粵菜 (廣東)/火鍋/無肉餐單/酒店餐廳/咪嘥嘢食店/少鹽少糖食店,在氣氛悠遊的canton pot內，體驗清怡有機的火鍋美食。餐廳搜羅多種火鍋材料，配以滋味湯底、自製醬料及有機飲料，為您帶來煥然一新的火鍋體驗。餐廳設主用餐區及貴賓室。,旺角廣東道1131號香港旺角薈賢居2樓
容記小菜王,,3.5,$101-200,粵菜 (廣東)/港式,,太子太子道西123號地舖
太陽軒飯店,Sun Hun Restaurant,4,$101-200,潮州菜/中菜館,,佐敦吳松街130-132號地舖
豪園麵家,House of Ho Yuen Noodle Cuisine,4,$50以下,潮州菜/港式/粉麵/米線/雲吞/餃子/中菜館/茶餐廳/冰室,,黃大仙睦鄰街8號現崇山商場地下21號
逸東軒,Yat Tung Heen,4,$201-400,粵菜 (廣東)/海鮮/山珍海味/點心/無肉餐單/中菜館/酒店餐廳/咪嘥嘢食店/少鹽少糖食店,全新裝修的逸東軒以傳統粵式美饌聞名，每天供應各款海鮮及當令菜式，午餐時段更備多款精美點心，令人大快朵頤。,佐敦彌敦道380號香港逸東酒店B2樓層
聚興家,Ju Xing Home,3.5,$51-100,粵菜 (廣東)/中菜館,,太子砵蘭街418號地舖
德豐打冷粉麵餐廳,,4,$51-100,潮州菜/港式/粉麵/米線/中菜館/茶餐廳/冰室,,深水埗桂林街145號A及147號地舖
嚐中菜坊,Whenever Eatery,4,$101-200,粵菜 (廣東)/海鮮/點心/酒樓,,尖沙咀麼地道63號好時中心地下30-41號舖
發哥粥底海鮮火鍋,Hot Pot,4.5,$101-200,粵菜 (廣東)/港式/火鍋/海鮮/海鮮酒家,,九龍灣宏開道13號景發工業中心地下7-8號舖
欣圖軒,Yan Toh Heen,4,$401-800,粵菜 (廣東)/點心/中菜館/酒店餐廳,2013年重新裝潢的欣圖軒，設計糅合古雅華麗及現代中國風，坐擁維多利亞港美景。餐廳重新開業後加入多款新菜式，亦保留多年來的招牌菜，菜式看似家常，用料、調味及烹煮功夫卻講究。,尖沙咀梳士巴利道18號香港洲際酒店地下
丼瀛,J-City,4,$101-200,日本菜/壽司/刺身,,佐敦廟街188號地舖
麵屋黑岩,Kuroiwa Ramen,4,$51-100,日本菜/拉麵,,深水埗長沙灣道219號地下
丼瀛,J-City,3.5,$101-200,日本菜/壽司/刺身,,觀塘巧明街109號榮昌工業大廈5樓A室
牛繁,Gyushige,4,$201-400,日本菜/烤肉,來自日本的餐廳。牛繁在日本有逾百間分店，牛肉來自美國、澳洲及日本，價錢合理份量大。,尖沙咀金巴利道40號MW Plaza地舖
一喜日本料理,Ikki Japanese Restaurant,4,$201-400,日本菜/壽司/刺身/居酒屋,,尖沙咀寶勒巷10號7樓
拉麵天王,Tenno Ramen,4,$51-100,日本菜/拉麵,提供4款拉麵，分別是白天王、赤天王、黑天王和定期轉款式的限定天王。湯底不會過咸，而且價錢比其他拉麵便宜。,紅磡德民街17-27號B5B地下
河內大娘越南餐廳,Madame Hanoi Vietnamese Restaurant,4,$101-200,越南菜,,尖沙咀漆咸道南17-19號帝后廣場地下7-8號舖
Orange Elephant Thai Restaurant,,4,$101-200,泰國菜/馬來西亞菜,,大角咀博文街42號
泰象館,Thai Chang House,4,$101-200,泰國菜/海鮮/咖喱/串燒,九龍城口碑不錯的泰國菜餐廳，新鮮的生蝦尤其出色。,九龍城城南道48號地下
和処 酒肴,Sakana,4.5,$801以上,日本菜/酒/廚師發辦,,尖沙咀漆咸圍2-4號金時商業大廈地下8-14號舖
塚田農場,TSUKADA NOJO,4,$201-400,日本菜,來自日本宮崎，於全國有超過150間分店的居酒屋。部分招牌菜是由日本直送，如美人鍋的湯底，蔬菜及日本走地雞。,尖沙咀廣東道3-27號海港城海運大廈2樓OTE 202號舖
炑八韓烤,MeokBang Korean BBQ & BAR,3.5,$201-400,韓國菜/烤肉/韓燒,人氣韓國燒烤店，招牌為燒韓牛，當中以肩胛肉及護心肉最為推薦。,太子彌敦道749號歐亞銀行大廈地庫
神山麺屋,Kanzan Menya,4,$51-100,日本菜/拉麵,來自東京的過江龍，沾汁麵湯頭用上豚骨、豚肉及魚介等材料熬製超過12小時而成。小食方面則推介香港店限定的湯餃子。,觀塘觀塘道418號創紀之城五期(apm)2樓L21B號舖
星幕,Cielo,3.5,$101-200,美國菜/扒房/酒吧/酒店餐廳,,將軍澳唐德街3號香港九龍東皇冠假日酒店47樓
白羊 • 座,Aries Cafe,4,$51-100,西式,這家大圍小店主打家庭式西菜，招牌卻是火炙芝士熱狗，有黑松露滑蛋、珍寶吉列蝦、鰻魚滑蛋等六款口味，大隻足料。薄餅、焗肉醬千層闊麵亦是招牌菜。,大圍積信街63號積信樓地下59號舖
Simplylife Bakery Cafe,,3.5,$101-200,西式,,元朗元龍街9號形點一期地下G009號舖
Outback Steakhouse,,3.5,$201-400,澳洲菜/扒房,老牌澳洲菜餐廳，首設café區，以地標Ululu作設計，亦有迴力鏢、風車等充滿澳洲特色的裝飾。並設有露天座位，感覺悠閒。,元朗元龍街9號形點一期2樓2047-2048號舖
US813,,4,$51-100,意大利菜,,屯門屯利街1號華都商場1樓58號舖
Thre3 Concept,,4,$101-200,西式/多國菜/薄餅/All Day Breakfast/咖啡店,,屯門藍地大街35號地下
帝樂 - 德國餐廳,King Ludwig Beerhall,3.5,$201-400,德國菜,充滿傳統德國風味的德國菜餐廳，以正宗德國風味燒豬手最受歡迎，每燒15分鐘便噴灑啤酒一次，所以令豬手皮脆鬆化，並供應多款泰國菜式，每晚均有現代搖滾樂隊現場表演。洪水橋分店為全港最大的分店，佔地二萬平方呎。,元朗青山公路洪水橋段
FAMA,,4,$51-100,西式/All Day Breakfast,,大埔汀角路55號太平工業中心第2座10樓A室
悠,Leisure cafe,4,$50以下,西式/三文治/All Day Breakfast/咖啡店,,元朗鳯攸北街9A昌威大廈28號地舖
茜廊餐廳,Sidewalk Cafe Restaurant,3.5,$51-100,西式/咖啡店,,上水石湖墟龍琛路48號上水匯5樓503號舖
Thirty First of May,,4,$101-200,西式/多國菜/扒房,,荃灣大壩街5-7號仁蕙苑地下3-4號舖
Patisserie Tony Wong,,4,$51-100,法國菜/西式/甜品/糖水/西式糕點,由前帝苑酒店行政糕餅總廚Tony Wong開設的蛋糕店，其出品以造型精緻著名。元朗分店更提供全日tea set。,元朗元龍街9號形點一期1樓1025號舖
齊柏林熱狗店,Zeppelin Hot Dog Shop,3.5,$50以下,西式/小食店,提供多款特色口味的熱狗店，如韓風泡菜、日式和風及英國洋蔥圈等。而喜歡芝士的則可選含有多款芝士的芝味熱狗。,荃灣鱟地坊80-84號士林食街B7舖
Su Casa,,4.5,$101-200,西式/海鮮/蠔吧,,沙田石門安群街一號京瑞廣場二期地下G03號舖
新潮發海鮮菜館,Chiu Fat Restaurant,,$101-200,粵菜 (廣東)/海鮮,,長洲北社海旁路13號地下C號舖
醉雞煲,,,$51-100,粵菜 (廣東)/中菜館,,長洲北社七里3號地舖
鴻福堂,Hung Fook Tong,,$50以下,粵菜 (廣東)/涼茶/龜苓膏/藥膳,,赤鱲角暢達路1號香港國際機場機場一號客運大樓 (非禁區)第7層離港層東大堂7T087號舖
鴻福堂,Hung Fook Tong,,$50以下,粵菜 (廣東)/涼茶/龜苓膏/藥膳,,東涌逸東街8號逸東商場2期地下32號舖
